STUDY_ID,TITLE,BIOME_MAP,CLIMATE,REALM,TAXA,Duration,CONTACT_1,CONTACT_2,LAT,LON
647,Heatwave restructures marine intertidal communities across a stress gradient,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,12,Matthew Whalen,NA,51.65653598660488,-128.12954882986256
650,Bees and their floral visits in Sapporo in 1979 and 1989,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,11,Takeshi Matsumura,Hisatomo Taki,43.07500356518855,141.33329897752733
651,"More coral, more fish? Contrasting snapshots from a remote Pacific atoll",Tropical coral,Tropical,Marine,Fish,29,Ricardo Beldade,NA,14.899998279436849,148.60000431167475
655,"Quadrat-based monitoring of desert grassland vegetation at the Jornada Experimental Range, New Mexico, 1915â€“2016","Tropical and subtropical grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,102,Erica Christensen,Jornada Data Manager,32.61659863838006,106.75000328797324
656,Long-term zooplankton community records Lake Suwa (1996-2017),Large lake ecosystems,Temperate,Freshwater,Invertebrates,22,Masaki Sakamoto,Yuichi Miyabara,36.03333554861949,138.0833368720488
657,"Flora at LTSER Zone Atelier Armorique - France, 1994-2017 [Data set]","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,24,Audrey Alignier,Yuichi Miyabara,48.60000326006447,1.530000364030558
658,"Herpethofauna from Aguas Santa Barbara, 2016-2020","Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Multiple,5,Marcio Martins,"Filipe C. Serrano, Bruno F. Fiorillo",-22.805028685821473,-49.23677343117213
659,Ainsdale Dune Slacks LTE,Flooded grasslands and savannas,Temperate,Terrestrial,Plants,37,Jonathan Millett,"Ciara Dwyer, Sally Edmonson",53.5935855115067,-3.069399464810989
660,Alcatrazes_monitoring_program,Tropical coral,Tropical,Marine,Fish,10,Juan Pablo Quimbayo,NA,-24.100879804160552,-45.69866914841529
661,"Fishes inhabiting tidepools in the Tablado Beach, Amazonian Coastal Zone, during the Wet Season",Multiple,Tropical,Marine,Fish,4,Bruno Eleres Soares,Luciano Fogaca de Assis Montag,-0.5902539804606436,-47.59021313548714
662,NA,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Plants,2,Cassy Anne Rodrigues,Alessandra Fidelis,-13.681206408834303,-47.81180083749906
663,Dynamic and diverse amphibian assemblages: Can we differentiate natural processes from human induced changes?,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Freshwater,Amphibians,19,Nathalia G. S. Lima,Paula C. Eterovick,-19.27457042447601,-43.56237974511148
664,Coastal batoid surveys in the Levant,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,7,Shahar Chaikin,NA,32.417163672807156,34.869516118104904
665,Birds from Carlos Botelho Park,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Birds,2,Alexsander Zamorano Antunes,NA,-24.169675267387678,-47.99485657092436
666,Dung beetles from Santa Catarina Island,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Invertebrates,4,Malva Isabel Medina Hernandez,NA,-27.63600071047293,-48.512956191310934
667,Fish assemblage distribution along free-flowing rivers entering a reservoir cascade,Large river ecosystems,Tropical,Freshwater,Fish,3,Paulo S.Pompeu,NA,-21.455088341812104,-44.46329712962886
668,Insectivorous bats responses to land-use change and wildfires in Madeira island.,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Mammals,6,Diogo F. Ferreira,Rym Nouioua,32.709252807096405,-17.02983227075926
669,Phytoplankton Lake Bidighinzu,Small lake ecosystems,Temperate,Freshwater,Invertebrates,28,Bachisio Mario Padedda,Antonella Luglie,40.55606024978512,8.66132766510417
672,Operation Wallacea: Dominica birds,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Birds,3,Andrew Fairbairn,Thomas E. Martin,15.371963958339984,-61.27903441598941
673,Operation Wallacea: Ecuador Amphibians,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Amphibians,3,Oliver Thomas,Thomas E. Martin,-0.44062200007450175,-76.30419044817683
674,Operation Wallacea: Ecuador Reptiles,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Reptiles,3,Oliver Thomas,Thomas E. Martin,-0.44062200007450175,-76.30419044817683
675,Operation Wallacea: Honduras Bats,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Mammals,14,Pamela Medina-van Berkum,Merlijn Jocque,15.518592723389405,-88.24686489681748
676,Operation Wallacea: Honduras Birds,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Birds,14,Samuel E.I. Jones,Thomas Edward Martin,40.4826212099648,-74.59923486909214
677,Operation Wallacea: Madagascan Amphibians,Tropical and subtropical dry broadleaf forests,Tropical,Terrestrial,Amphibians,7,Peter R. Long,Thomas E. Martin,-15.48274179121836,46.67886533454252
678,Operation Wallacea: Madagascan Reptiles,Tropical and subtropical dry broadleaf forests,Tropical,Terrestrial,Reptiles,8,Peter R. Long,Joseph P. Wayman,-15.48327582060225,46.68530484077241
679,Operation Wallacea: Mexico Amphibians,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Amphibians,5,Kathy Slater,Jose Antonio L. Barao-Nobrega,18.37346660925225,-89.52128222145022
680,Operation Wallacea: Mexico Butterflies,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Invertebrates,2,Kathy Slater,Jose Antonio L. Barao-Nobrega,18.380747792482158,-89.68896227861067
681,Operation Wallacea: Mexico Large Mammal Transects,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Mammals,5,Kathy Slater,Jose Antonio L. Barao-Nobrega,18.37346660925225,-89.52128222145022
682,Operation Wallacea: Romania Birds Point Count,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,6,Joseph J. Bailey,Thomas E. Martin,46.10085394870106,24.825529772420467
683,Operation Wallacea: Romanian Butterflies,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,6,Joseph J. Bailey,Thomas E. Martin,46.09879249722972,24.830124761177025
684,Ornamental aquaculture in streams,Tropical and subtropical moist broadleaf forests,Tropical,Freshwater,Fish,13,Andre L. B. Magalhaes,"Jean Ricardo Simoes Vitule, Vanessa Daga",-20.957418247740215,-42.337182125634186
685,Plant succession in reclaimed areas,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,6,Petr Pysek,NA,13.370001505045314,50.36000180224083
686,Reef fish in the Israeli Gulf of Aqaba,Tropical coral,Temperate/Tropical,Marine,Fish,8,Tal Gavriel,"Assaf Zvuloni, Jonathan Belmaker",29.508712778055052,34.92111849868769
687,"Fishes inhabiting tidepools in the Tablado Beach, Amazonian Coastal Zone, during the Wet Season",Small lake ecosystems,Tropical,Freshwater,Fish,4,Bruno Eleres Soares,Erica Caramaschi,-1.807981749708688,-56.087882347482655
694,"SBC LTER: Beach: Time series of abundance of birds on selected beaches, ongoing since 2008",Temperate shelf and seas ecoregions,Temperate,Terrestrial,Birds,12,Jenifer E Dugan,NA,34.40000441669353,-119.80000618325397
695,"Changes in the reef-coral community of Carysfort reef, Key Largo, Florida: 1974 to 1982",Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,9,Phillip Dustan,NA,25.216666810922195,-80.2166688626174
699,"Signals of resilience and change in tidepool fish communities on the Pacific coast of Vancouver Island, Canada",Temperate shelf and seas ecoregions,Temperate,Marine,Fish,51,Amanda E. Bates,John M. Green,48.737683752930174,-125.11864526114228
703,"GOB Winter count of waterfowl, waders and seagulls in the Balearic Islands, 1998-2021",Small lake ecosystems,Temperate,Freshwater,Birds,24,Patrick Moussa,GOB-Mallorca,39.800000386282754,3.100000081216767
704,"Changes in breeding bird populations of an oak-wood on Bookham Common, Surrey, over twenty-seven years",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,27,Geoffrey Beven,NA,51.29500308596304,-0.3829999498477166
705,Estudio de seguimiento de las reservas marinas de Cabo de Palos - Islas Hormigas y Cabo TiÃ±oso,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,23,J.A. Garcia Charton,NA,37.649999851338684,-0.6699999980427962
706,Long-term dynamics of Mediterranean frugivorous birds and fleshy fruits: a 12-year study,"Mediterranean forests, woodlands and scrubs",Temperate,Terrestrial,Birds,13,Carlos M. Herrera,NA,37.939998719420544,-2.869999960949462
707,Population trends of Laridae and Sternidae breeding in the Comacchio Laggon (NE Italy) between 1977 and 2001,Small lake ecosystems,Temperate,Marine,Birds,25,Pierandrea Brichetti,NA,44.61000286026291,12.18000554693456
708,Terrestrial reptile counts in DoÃ±ana 2005-2021,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Reptiles,17,Ana C. Andreu,Rosa Arribas,36.999996157293054,-6.400000437201345
710,Cens Internacional d'ocells aquÃ tics i marins hivernants a Catalunya de gener de 2021,Large river delta ecosystems,Temperate,Marine,Birds,37,Ricard Gutierrez,NA,40.699998299707374,0.6999999637251778
711,"The composition and dynamics of the passerine bird community in a subalpine birch forest, Swedish Lapland. A 20-year study",Boreal forests / taiga,Polar/Temperate,Terrestrial,Birds,20,NA,NA,65.97499782401647,16.049995233386266
712,Long-term decline of a winter-resident bird community in Puerto Rico,Tropical and subtropical dry broadleaf forests,Tropical,Terrestrial,Birds,22,Jon Faaborg,NA,17.969998745935595,-66.85999871833582
713,Temporal dynamics of marginal steppic vegetation over a 26-year period of substantial environmental change,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,26,Silvia Matesanz,NA,51.5833328705066,11.833333305974206
714,Long-term dynamics of small-mammal populations in Ontario,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Mammals,44,John M. Fryxell,NA,45.59350888460739,-78.524052568024
715,"Interspecific interactions, population variation, and environmental forcing in the context of the community","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,28,Elizabeth L. Porzig,NA,37.9300021282871,-122.7350016313256
716,"Waterfowl counts in Pasvik nature reserve, 1996-2020",Large river ecosystems,Polar,Freshwater,Birds,25,Morten Gunther,Tor-Arne Bjorn,69.14999602277489,29.25000222864883
717,Long-term woodpecker winter population dynamics in the Tatarstan Republic,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,25,Arthur Askeyev,Oleg Askeyev,55.33000202434099,50.91000334234731
718,"Nest population size and potential production of geese and spectacled eiders on the Yukon-Kuskokwim Delta, Alaska, 1985-2013",Large river delta ecosystems,Polar,Marine,Birds,29,Julian B. Fischer,NA,61.110004039694424,-165.17000252741164
719,"Nest population size and potential production of geese and spectacled eiders on the Yukon-Kuskokwim Delta, Alaska, 1985-2013",Large river delta ecosystems,Polar,Marine,Birds,26,Julian B. Fischer,NA,61.110004039694424,-165.17000252741164
720,BioBasis Zackenberg - Breeding birds abundance,Polar ecoregions,Polar,Terrestrial,Birds,25,Niels Martin Schmidt,Jannik Hansen,74.469999804466255,-20.570000422337348
721,CERN Long-term Monitoring Dataset of Plant Communities in Dongting Lake Beach (2011-2015),Large lake ecosystems,Temperate/Tropical,Freshwater,Plants,5,Xie Yonghong,NA,29.357092338435432,112.92464541450988
722,"CERN Gansu Linze desert plant communities, 2005-2008â€” soil macrofauna",Deserts and xeric shrublands,Temperate,Terrestrial,Plants,4,NA,NA,39.414442303001216,100.1192039893851
723,"CERN Gansu Linze desert plant communities, 2005-2008â€” station monitoring",Deserts and xeric shrublands,Temperate,Terrestrial,Plants,3,NA,NA,39.373055627086195,100.06359466103831
724,CERN Gansu Linze desert plant communities 2005-2008â€” auxiliary monitoring,Deserts and xeric shrublands,Temperate,Terrestrial,Plants,3,NA,NA,39.39971778424111,100.11190365517444
725,CERN A dynamic dataset of plant community composition in HulunBuir Stipa Baicalensis meadow steppe (2009â€“2015),"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,7,XIN Xiaoping,NA,49.35110555943684,120.11917210941743
726,CERN Biomass data of Huitong Chinese fir forest Station from 1973 to 2007,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,7,NA,NA,26.833329504054998,109.7499964632861
727,"CERN A plant community dataset of marsh ecosystem for Sanjiang Plain, China 2013 â€“ 2015",Flooded grasslands and savannas,Temperate,Freshwater,Plants,3,TAN Wenwen,ZHAO Zhichun,47.58610870543679,133.50079471422234
728,"CERN A plant community dataset of marsh ecosystem for Sanjiang Plain, China 2000 â€“ 2012",Flooded grasslands and savannas,Temperate,Freshwater,Plants,13,TAN Wenwen,ZHAO Zhichun,47.58610870543679,133.50079471422234
729,"CERN Observational data of plant community species composition of QinLing Station in Shanxi province, 2007-2008",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,2,NA,NA,33.43611071241422,108.44750046236872
730,"CERN Zhejiang Tiantong soil macrofauna community, 2007-2009",Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Invertebrates,2,Fangfang Yao,Xihua Wang,29.808057201169376,121.78670013911136
735,"CERN Guangdong Dinghu Mountain soil macrofauna community, 2004 to 2005",Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Invertebrates,2,Qianmei Zhang,NA,23.169503143323695,112.54806791627345
736,CERN Guangdong Dinghu Mountain plant community composition from 2003 to 2008 - herbs,Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Plants,2,Qianmei Zhang,NA,23.169503143323695,112.54806791627345
737,CERN Guangdong Dinghu Mountain plant community composition from 2003 to 2008 - shrub,Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Plants,7,Qianmei Zhang,NA,23.169503143323695,112.54806791627345
738,"CERN Guangdong Heshan soil macrofauna community, 1994-2005",Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Invertebrates,12,Raoxing Quan,NA,22.679444151879554,112.8998654407393
739,"CERN Inner Mongolia Xilingol plant assemblage monitoring, 2005-2008","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,4,"Xingguo Han, Yongfei Bai, Qingmin Pan, Nianpeng He",NA,43.54877110281288,116.61626497123802
740,"CERN Ningxia Shapotou desert fauna community, 2003-2008",Deserts and xeric shrublands,Temperate,Terrestrial,Invertebrates,5,"Xinrong Li, Haiyan Zhou, Xinping Wang",NA,37.46319492491957,105.0048587236322
741,"CERN Jiangsu Taihu Lake phytoplankton community composition, 1991-2008",Large lake ecosystems,Temperate/Tropical,Freshwater,Multiple,16,Guangwei Zhu,NA,31.430562110651515,120.1737372051154
742,A dataset of species composition and biomass in successional stages of Tiantong typical evergreen broad-leaved forest (2008â€“2017),Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Plants,10,Haibo Yang,NA,29.800744588476775,121.79111516005176
743,"Assemblages of herbs in Heshan station in Guangdong Province China, 2005-2007",Temperate broadleaf and mixed forests,Tropical,Terrestrial,Plants,3,Xing-Quang Rao (饶兴权),NA,22.68020743875845,112.90059622590981
744,"Assemblages of shrubs in Heshan station in Guangdong Province China, 2005-2007",Temperate broadleaf and mixed forests,Tropical,Terrestrial,Plants,3,Xing-Quang Rao,NA,22.68020743875845,112.90059622590981
745,"Observational data of  bird community species composition of Sanjiang station in Heilongjiang Province China, 2001-2005",Small lake ecosystems,Temperate,Terrestrial,Birds,6,Sanjiang station in Heilongjiang Province China,NA,47.58333296400436,133.51670178088037
746,"Observational data of  plant community species composition of Sanjiang station in Heilongjiang Province China, 2000-2006",Small lake ecosystems,Temperate,Terrestrial,Plants,7,Sanjiang station in Heilongjiang Province China,NA,47.58854663454392,133.5017971558503
747,"Plant community monitoring data in the Inner Mongolia Hulun Buir research station, 2006-2008","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,3,Ruirui Yan (闫瑞瑞),NA,49.42299664319148,119.94999338323294
748,TaiHu lake's zooplankton community composition data of 8 plots from the year 1997 to 2002,Large lake ecosystems,Temperate,Freshwater,Invertebrates,6,Shen Min,NA,31.433319482118872,120.18269944483308
749,Observational data on shrub composition at Gongga Mountain in Sichuan Province of China in the year 1999 and 2005,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,7,Yang Yang (杨阳),NA,29.575969968990368,101.99669520387053
750,Observational data on tree composition at Gongga Mountain in Sichuan Province of China in the year 1999 and 2005,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,7,Yang Yang (杨阳),NA,29.575969968990368,101.99669520387053
751,"Plant compositions in the herbaceous layer of forest communities in Xishuangbanna, Sichuan Province of China from 1999 to 2006",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Plants,6,Yan Luo (罗艳),NA,21.93467732218665,101.25049709211088
752,"Plant compositions in the shrub layer of forest communities in Xishuangbanna, Sichuan Province of China from 2001 to 2006",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Plants,6,Yan Luo (罗艳),NA,21.93467732218665,101.25049709211088
753,"Plant compositions in the tree layer of forest communities in Xishuangbanna, Sichuan Province of China from 1998 to 2006",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Plants,9,Yan Luo (罗艳),NA,21.93467732218665,101.25049709211088
754,Cottonwood Lake Study Area - Invertebrate Counts (ver. 2.0),"Temperate grasslands, savannas and shrublands",Temperate,Freshwater,Invertebrates,30,U.S. Geological Survey - ScienceBase,Northern Prairie Wildlife Research Center,47.10169549047724,-99.11115790195507
755,Cottonwood Lake Study Area - Amphibians (ver. 2.0),"Temperate grasslands, savannas and shrublands",Temperate,Freshwater,Amphibians,29,David M Mushet,"Matthew J Solensky, npwrc_datamanager",47.10169549047724,-99.1111694967824
756,Data from: Using beta diversity to inform agricultural policies and conservation actions on Mediterranean farmland,"Mediterranean forests, woodlands and scrubs",Temperate,Terrestrial,Birds,18,Joana Santana,NA,0,0
761,"Amphibians and reptiles of TrÃªs Lagoas, Mato Grosso do Sul, Brazil","Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Multiple,5,Luis Felipe Toledo,NA,-20.74985707057594,-51.657478118622095
762,Anurans Pitfall Traps Southern Brazil,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Amphibians,3,Tiago Gomes dos Santos,Sonia Zanini Cechin,-29.769810065474832,-53.83972128773452
763,Slug Numbers â€“ Beckingham 1999 â€“ 2002 (series 1999-2001),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,3,Chris du Feu,NA,53.40316308474077,-0.8296500332295873
764,Slug Numbers â€“ Beckingham 1999 â€“ 2002 (series 2001-2002),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,2,Chris du Feu,NA,53.40316308474077,-0.8296500332295873
765,"Abundances of stream benthic macroinvertebrates during a 6-year monitoring period of a glacier-fed stream in South Tyrol, Italy",Small river ecosystems,Temperate,Freshwater,Invertebrates,6,Alberto Scotti,Roberta Bottarin,46.73246725266881,10.682789796746503
766,"Abundances of stream benthic macroinvertebrates and related environmental variables of a glacier-fed stream in South Tyrol, Italy (2016-2022)",Small river ecosystems,Temperate,Freshwater,Invertebrates,7,Alberto Scotti,Roberta Bottarin,46.73246725266881,10.682789796746503
768,Farmland bird monitoring data in North-east Germany 1999-2002 &amp; 2013-2015,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,17,Michael Glemnitz,NA,53.35102670356969,13.689025048641584
769,BahÃ­a Blanca Estuary Puerto Cuatreros - Ciliates (1986-2006),Temperate shelf and seas ecoregions,Temperate,Marine,Multiple,21,Valeria Ana Guinder,M. Celeste Lopez-Abbate,-38.75157963589309,-62.37985623556827
774,Trinidad's Northern Range Freshwater Diatom Survey (2011-2015),Small river ecosystems,Tropical,Freshwater,Plants,5,Amy E. Deacon,Anne E. Magurran,10.683119654611003,-61.27266781496577
778,Trinidad's Northern Range Freshwater Fish Survey (2011-2015),Small river ecosystems,Tropical,Freshwater,Fish,5,Amy E. Deacon,Anne E. Magurran,10.683119654611003,-61.27266781496577
779,Fish Communities - Forillon,Small river ecosystems,Temperate,Freshwater,Fish,10,Daniel Sigouin,NA,48.89262744080349,-64.36271750723695
786,"Netherlands ground beetles, Insect Change study 1102",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,61,Roel van Klink,NA,52.80038724701071,6.513401217804817
788,Wildlife of a garden: hoverflies,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,30,Francis Gilbert,NA,52.64500272392233,-1.079000025639444
789,Ants assemblages in the Portal LTER,Deserts and xeric shrublands,Tropical,Terrestrial,Invertebrates,22,Roeal van Klink,Morgan Ernest,31.938973937530033,-109.07980624954983
790,Ground beetles in the Dolomites,Multiple,Polar/Temperate,Terrestrial,Invertebrates,30,Roberto Pizzolotto,NA,46.296867951057116,11.781373927859244
791,"Long-term (2005â€“2017) macromoth community monitoring at Mt. Jirisan National Park, South Korea",Temperate coniferous forest,Temperate,Terrestrial,Invertebrates,64,Sei-Woong Choi,NA,35.33015753470662,127.56330940861409
793,"Monthly drift samples of invertebrates from the River Pawnmpawm, Ghana",Small river ecosystems,Tropical,Freshwater,Invertebrates,2,Rosina Kyerematen,NA,6.200000051577978,-0.21669999263201042
794,"Surber samples of invertebrates from the River Pawnmpawm, Ghana",Small river ecosystems,Tropical,Freshwater,Invertebrates,2,Rosina Kyerematen,NA,6.200000051577978,-0.21669999263201042
795,Trinidad's Northern Range Freshwater Invertebrate Survey (2011-2015),Small river ecosystems,Tropical,Freshwater,Invertebrates,5,Amy E. Deacon,Anne E. Magurran,10.683119654611003,-61.27266781496577
799,Monthly data of mesozooplankton abundance and biomass for a shelf station off A CoruÃ±a (NW Spain): 1990-2018 (Series 1990-1996),Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,7,Antonio Bode,NA,43.42000031299872,-8.440000352096064
800,Monthly data of mesozooplankton abundance and biomass for a shelf station off A CoruÃ±a (NW Spain): 1990-2018 (Series 1997-2018),Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,22,Antonio Bode,NA,43.42000031299872,-8.440000352096064
801,BahÃ­a Blanca Estuary Puerto Cuatreros - Microzooplankton (2008-2010),Temperate shelf and seas ecoregions,Temperate,Marine,Multiple,3,Valeria Ana Guinder,M. Celeste Lopez-Abbate,-38.82837673061843,-62.24925378250464
802,Latvia LTER Scots pine forest oribatid mite communities 1998-2006,Temperate coniferous forest,Temperate,Terrestrial,Invertebrates,9,Tancredi Caruso,NA,57.87222193633512,24.994441724875255
803,Monthly series of phytoplankton abundance collected between 1989 and 2016 at A CoruÃ±a (NW Spain) (Series 1989-2008),Temperate shelf and seas ecoregions,Temperate,Marine,Plants,20,Antonio Bode,NA,43.42000031299872,-8.440000352096064
804,Monthly series of phytoplankton abundance collected between 1989 and 2016 at A CoruÃ±a (NW Spain) (Series 2009-2016),Temperate shelf and seas ecoregions,Temperate,Marine,Plants,8,Antonio Bode,NA,43.42000031299872,-8.440000352096064
805,BahÃ­a Blanca Estuary Puerto Cuatreros - Phytoplankton (2008-2010),Temperate shelf and seas ecoregions,Temperate,Marine,Multiple,3,Valeria Ana Guinder,M. Celeste Lopez-Abbate,-38.82837673061843,-62.24925378250464
806,"BahÃ­a Blanca Estuary Puerto Cuatreros - Phytoplankton (2006-2008,2012)",Temperate shelf and seas ecoregions,Temperate,Marine,Multiple,7,Valeria Ana Guinder,M. Celeste Lopez-Abbate,-38.75157071585661,-62.37986503140132
807,Reptiles Pitfall Traps Southern Brazil,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Reptiles,3,Tiago Gomes dos Santos,Sonia Zanini Cechin,-29.769810065474832,-53.83972128773452
808,Tel-Aviv University bottom trawl surveys,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,8,Shahar Chaikin,Jonathan Belmaker,31.76404172195919,34.503248156483295
809,Treswell Wood Standard Site Bird Capture Data 1978-2020,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,43,Chris du Feu,John Clark,53.307572450538885,-0.8596820144241063
811,"Seasonal variation and effect of non-native invasive vegetation on two bird communities in northeast of Buenos Aires province, Argentina","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,2,Facundo X. Palacio,NA,-34.86666861799321,-58.13333354420552
812,"Urbanization as a driver of taxonomic, functional, and phylogenetic diversity losses in bird communities","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,32,Facundo X. Palacio,NA,-34.79999893076047,-58.43332517438532
814,Whitelands Wood Birds Survey,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,13,Fritha West,NA,50.97799316214672,-0.9724109944365518
822,Latvia LTER Forest soil Collembola,Temperate coniferous forest,Temperate,Terrestrial,Invertebrates,11,Tara Dirilgen,Tancredi Caruso,57.87222193633512,24.994441724875255
834,Operation Wallacea: Honduras Bats,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Mammals,14,Pamela Medina-van Berkum,Merlijn Jocque,15.518592723389405,-88.24686489681748
835,Operation Wallacea: Mexico Reptiles,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Reptiles,5,Kathy Slater,Jose Antonio L. Barao-Nobrega,18.37346660925225,-89.52128222145022
836,"Herpetofauna of Kings Park, Perth, Western Australia 2015-2021","Mediterranean forests, woodlands and scrubs",Temperate,Terrestrial,Multiple,7,Dr Rob A. Davis,Dr Tim S. Doherty,-31.967296697795405,115.83399699360243
839,"Lizard pitfall trap data from 11 NPP study locations at the Jornada Basin LTER site, 1989-2006",Deserts and xeric shrublands,Temperate,Terrestrial,Reptiles,18,David C Lightfoot,NA,32.6690011093489,-106.86500516458155
850,Freshwater fish surveys (NFPD) (Electrofishing Single Catch - Timed Quadrat),Multiple,Temperate,Freshwater,Fish,4,Data Services Platform Defra,NA,51.092503481327476,-1.4268814794492948
851,Freshwater fish surveys (NFPD) (Fixed Trap Single Catch),Multiple,Temperate,Freshwater,Fish,18,Data Services Platform Defra,NA,54.51518492225074,-2.3563438163031427
852,Freshwater fish surveys (NFPD) (Fyke Netting Catch Depletion),Multiple,Temperate,Freshwater,Fish,9,Data Services Platform Defra,NA,54.02236128904737,-1.2330656130076163
862,Freshwater fish surveys (NFPD) (Trapping Single Catch),Multiple,Temperate,Freshwater,Fish,4,Data Services Platform Defra,NA,54.469355429226525,-0.6313490231350944
866,Freshwater fish surveys (NFPD) (Wrap Around Seine Netting Single Catch - Part Width),Multiple,Temperate,Freshwater,Fish,7,Data Services Platform Defra,NA,52.90866655599711,-1.1423450547527645
867,"Forest Inventory of a Northern Hardwood Forest: Watershed 6, Hubbard Brook Experimental Forest (Trees &gt;=2cm to &lt;=10cm dbh, 1982-1987)",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,6,"Information Manager, Hubbard Brook LTER",NA,43.95346007168739,-71.73956058323105
868,"Forest Inventory of a Northern Hardwood Forest: Watershed 6, Hubbard Brook Experimental Forest (Trees &gt;=2cm to &lt;=10cm dbh, 1992-2017)",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,26,"Information Manager, Hubbard Brook LTER",NA,43.95346007168739,-71.73956058323105
875,The Australian Phytoplankton Database (1844 - ongoing): Project 1051 Huon River sampling,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,3,Claire Davies,Lesley Clementson,-43.194465546109654,147.05549998514763
877,The Australian Phytoplankton Database (1844 - ongoing): Project 1054 Phytoplankton dynamics Ballina NSW,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,David Rissik,-28.859999581169163,153.56000003417768
879,The Australian Phytoplankton Database (1844 - ongoing): Project 1057 Phytoplankton from coastal lagoons in Sydney,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,4,Claire Davies,Shauna Murray,-33.752498585554996,151.30000561295418
