STUDY_ID,CENT_LAT,CENT_LONG,TITLE,BIOME_MAP,CLIMATE,REALM,TAXA,Duration,CONTACT_1,CONTACT_2,sites_n
446,54.407222,45.78,The density of population (ind/1000ha.) of hunting species of mammals in the Republic of Mordovia (Chamzinsky district),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Mammals,5,Roberto Cazzolla Gatti,NA,1
447,52.601389,38.928288,Long-term population dynamics of small mammals in the Natural Boundary Morozova Gora (individuals / 100 trap-nights),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Mammals,9,Roberto Cazzolla Gatti,NA,48
448,56.1,111.6,Number of small mammals in Verkhnyaya Angara basin (accounting period since 20.07 to 20.08 individuals /100 trap-nights,Boreal forests/Taiga,Temperate,Terrestrial,Mammals,4,Roberto Cazzolla Gatti,NA,1
449,49.05,107.18,Indicators of abundance (individuals / 100 trap-nights) of different species of small mammals in different years with using trap grooves and a coefficient characterizing the adverse conditions winter,Boreal forests/Taiga,Temperate,Terrestrial,Mammals,10,Roberto Cazzolla Gatti,NA,1
450,60.233333,168.35,Composition (%) and biomass (thous. tons) of fish species  in Olyutorsky-Navarin area in 2005-2012,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,8,Roberto Cazzolla Gatti,NA,1
451,64,-178,Composition (%) and biomass (thous. tons) of fish species  in  Gulf of Anadyr in 2005-2012,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,8,Roberto Cazzolla Gatti,NA,1
452,47,160,Year-to-year dynamics of total nekton biomass (thous. tons) in the upper epipelagic of the North-West Pacific in June-July of 2000s,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,9,Roberto Cazzolla Gatti,NA,1
453,67.33,62.53,Population dynamics of some species founded in all periods of study in the lake Bolshoi Kharbei in late July - early August (thous.individuals/m3),Small lake ecosystems,Polar/Temperate,Freshwater,Invertebrates,42,Roberto Cazzolla Gatti,NA,1
454,56.992348,-3.124364,Damselfly abundance data from freshwater ponds around Cairngorms region,Small lake ecosystems,Temperate,Freshwater,Invertebrates,3,Lesley Lancaster,Robert Nicholas Fitt,94
455,21.952506,120.769645,Dynamics of a coral reef community,Tropical seas,Tropical,Marine,Invertebrates,3,Chao-yang Kuo,Tung-Yung Fan,3
456,21.995017,120.7036,Dynamics of a coral reef community,Tropical seas,Tropical,Marine,Invertebrates,8,Chao-yang Kuo,Chaolun Allen Chen,1
457,21.944853,120.768636,Dynamics of a coral reef community,Tropical coral,Tropical,Marine,Invertebrates,12,Chao-yang Kuo,Chaolun Allen Chen,8
458,49.0849,13.312641,Beetles from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,4,Simon Thorn,Jorg Muller,44
459,49.084519,13.312879,Birds from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,5,Simon Thorn,Jorg Muller,42
460,49.084786,13.312787,Fungi from the Bavarian Forest unlogged,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Fungi,5,Simon Thorn,Jorg Muller,38
461,49.084786,13.312787,Lichens (obj) from the Bavarian Forest unlogged,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Fungi,5,Simon Thorn,Jorg Muller,38
462,49.084637,13.312649,Lichens (soil) from the Bavarian Forest unlogged,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Fungi,5,Simon Thorn,Jorg Muller,20
463,49.084786,13.312787,Mosses (obj) from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,5,Simon Thorn,Jorg Muller,38
464,49.084986,13.312464,Mosses (soil) from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,5,Simon Thorn,Jorg Muller,48
465,49.0849,13.312641,Plants from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,6,Simon Thorn,Jorg Muller,22
466,56.990544,-9.07255,Trawl Survey Data from Rockall Scotland (1986 - 2008),Temperate shelf and seas ecoregions,Temperate,Marine,Fish,23,Francis Neat,NA,1401
467,40.675834,-8.684562,Spatial and temporal organisation of a coastal lagoon fish community,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,13,Jose Eduardo Rebelo,NA,9
468,33.245427,-119.508753,A multi-decade time series of kelp forest community structure at San Nicolas Island California.,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,32,"Michael Kenner
",Tim Tinker,7
469,33.850818,-119.632225,A multi-decade time series of kelp forest community structure at the California Channel Islands.,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,30,David Kushner,Andrew Rassweiler,33
471,34.35,-106.88,Prescribed Burn Effect on Chihuahuan Desert Grasses and Shrubs at the Sevilleta National Wildlife Refuge,Deserts and xeric shrublands,Temperate,Terrestrial,Plants,10,Esteban Muldavin,Scott Collins,1
473,46.316667,-105.8,Fourteen years of mapped permanent quadrats in a northern mixed prairie,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,14,Peter Adler,NA,1
475,63.41667,10.5,Structure and dynamics of a passerine bird community in a spruce-dominated boreal forest,Boreal forests/Taiga,Temperate,Terrestrial,Birds,13,Olav Hogstad,NA,1
476,18.3,-65.8,Bromeliad invertebrate counts at different elevations in the Luquillo Experimental Forest,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Invertebrates,5,Barbara A. Richardson,NA,1
477,37.222,-76.392,Epifaunal invertebrate survey from Goodwin Islands York River Estuary Chesapeake Bay,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,15,Jon S. Lefcheck,J. Emmett Duffy,1
478,50.669722,9.628889,Long term study of the stream ecosystems in the Breitenbach,Small river ecosystems,Temperate,Freshwater,Invertebrates,37,Diana Bowler,NA,1
479,68.120719,-3.822305,"ITEX Dataset 1 - Abisko (Wet, Dry, Peatland), Kanger (Bashful, Dopey, Sneezy) and Kilpisjarvi",Tundra,Polar,Terrestrial,Plants,10,Anders Michelson,Eric Post,7
480,61.56,-135.13,ITEX Dataset 2 - Wolfcreek,Boreal forests/Taiga,Temperate,Terrestrial,Plants,11,Jill Johnstone,NA,1
481,73.154112,-79.944419,ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),Tundra,Polar,Terrestrial,Plants,8,Esther Levesque,NA,2
482,69.58,138.865,"ITEX Qikiqtarukâ€“Herschel Island, Herschel and Komakuk vegetation plots",Tundra,Polar,Terrestrial,Plants,19,Isla Myers-Smith,NA,2
483,43.27,41.41,ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,24,Vladimir G. Onipchenko,Asem A. Akhmetzhanova,1
484,70.879356,-157.005139,"ITEX Dataset 6 - Atqasuk (AW, AD) and Barrow (BW, BD)",Tundra,Polar,Terrestrial,Plants,14,Robert D. Hollister,NA,4
485,64.853559,-19.675504,"ITEX Dataset 7 - Akureyri (GA66, MD72, SB63, SY59), Blonduos (SD33, SD34), Dalsmynni (AG4, KD24, KD25), Hjardarland (LH92, SH90), Holtavorduheidi (AH37, AH38, VH49), Modruvellir (LH69, MV51, MV52), Oxnadalsheidi (SA16, SA17, SA19) and Thykkvibaer (HH100, RT81, VE82)",Boreal forests/Taiga,Temperate,Terrestrial,Plants,9,Borgthor Magnusson,NA,23
486,46.4758,9.5842,ITEX Dataset 8 - Valbercla (Alpine),Temperate coniferous forest,Temperate,Terrestrial,Plants,16,Christian Rixen,NA,1
487,78.95357,-77.1412,"ITEX Dataset 9 - Alexfiord (Levdolomite, Levgranite) and Sverdrup",Tundra,Polar,Terrestrial,Plants,18,Esther Levesque,NA,3
489,60.37,7.32,ITEX Dataset 11 - Finse (Ridge),Tundra,Temperate,Terrestrial,Plants,9,Kari Klanderud,NA,1
490,60.37,7.32,ITEX Dataset 12 - Finse (Slope),Tundra,Temperate,Terrestrial,Plants,4,Kari Klanderud,NA,1
491,68.62,-149.61,"ITEX Dataset 13 - Toolik (Dry, Moist)",Tundra,Polar,Terrestrial,Plants,15,Willam A. Gould,NA,1
492,68.6295,-149.578,"ITEX Dataset 14 - Toolik (LTER Heath, LTER Moist acidic tussock, LTER non-acidic tussock, LTER wet sedge, SAG wet sedge2, Tussock 1981 plots)",Tundra,Polar,Terrestrial,Plants,25,Gauis R. Shaver,NA,1
493,78.189992,15.934124,"ITEX Dataset 15 - Sadvent (MES-cover, MES-photo, wet-cover, wet-photo)",Tundra,Polar,Terrestrial,Plants,6,Elisabeth J. Cooper,NA,1
494,60.492485,7.419896,"ITEX Dataset 16 - Finse (Nfinse, Ridge cover)",Tundra,Temperate,Terrestrial,Plants,12,Kari Klanderud,NA,2
495,62.183333,1.334931,ITEX Dataset 17 - Dovre (Kuntshoe) and Faroe (Sornfelli),Tundra,Temperate,Terrestrial,Plants,10,Anna Maria Fosaa,Annika Hofgaard,2
496,46.431624,8.672891,ITEX Dataset 18 - Alpine plots (Sonja Wipf),Temperate coniferous forest,Temperate,Terrestrial,Plants,9,Sonja Wipf,NA,15
497,43.27,41.42,"ITEX Dataset 19 - Teberda (Festuca Varia Grassland, Malaya Alpine Lichen-Heath)",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,29,Vladimir G. Onipchenko,Asem A. Akhmetzhanova,1
498,58.63917,-63.375,"ITEX Dataset 20 - Torngats (Nakvakdry, Nakvakwet)",Tundra,Temperate,Terrestrial,Plants,4,Luise Hermanutz,Laura Siegwart Collier,1
499,51.484534,2.895343,Macrobenthos monitoring at long-term monitoring stations in the Belgian part of the North Sea between 1979 and 1999,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,21,Gert Van Hoey,NA,9
500,51.494523,2.812248,Macrobenthos monitoring at long-term monitoring stations in the Belgian part of the North Sea from 2001 on,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,12,Gert Van Hoey,NA,24
501,51.529738,2.729548,Epibenthos and demersal fish monitoring at long-term monitoring stations in the Belgian part of the North Sea,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,9,Gert Van Hoey,NA,14
502,46.92,-88.026,"Long-term tree demography in old-growth forests of Huron Mts, MI from permanent-plot censuses, 1962-2009",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,48,Kerry D. Woods,NA,1
503,-14.699839,145.448674,Coral data from Lizard Island,Tropical coral,Tropical,Marine,Invertebrates,2,Joshua S. Madin,Mia Hoogenboom,1
504,29.533333,34.966666,Red Sea artificial reefs,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,5,Jonathan Belmaker,NA,1
505,32.13292,34.668008,"Fish and marine invertebrates from the Israeli Eastern Mediterranean sea  1990-4, 2000, 2008-2012",Temperate shelf and seas ecoregions,Temperate,Marine,Multiple,23,Jonathan Belmaker,NA,21
507,31.911611,34.39209,Trawl fisheries in Israeli Mediterranean,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,35,Itai van Rijn,Jonathan Belmaker,1194
508,78.1,16.04,"ITEX Dataset 21 - Sadvent (MES-Pointframe, Wet-Pointframe)",Tundra,Polar,Terrestrial,Plants,3,Elisabeth J. Cooper,NA,1
509,68.62,-149.445,"ITEX Dataset 22 - Toolik (Imnavait, Tussockgrid)",Tundra,Polar,Terrestrial,Plants,20,Willam A. Gould,NA,2
510,37.461,128.53,Butterfly fauna in Mount Gariwang-san Korea,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,29,Cheolmin Lee,NA,1
511,-22.821245,-43.149249,Demersal fish hauls from Guanabara Bay Brazil 2005-2015,Tropical seas,Tropical,Marine,Fish,11,Gabriel Barros GonÃ§alves de Souza,Marcelo Vianna,7
512,51.31445,11.75782,The Hundt 2001 data - Rudolf Hundt,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,31,Helge Bruelheide,Ute Jandt,18
515,9.178193,-79.872578,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation,Tropical and Subtropical Moist Broadleaf Forests,Tropical,Terrestrial,Mammals,3,Christoph Meyer,NA,17
516,-2.386381,-59.918769,A large-scale fragmentation experiment for Neotropical bats,Tropical and Subtropical Moist Broadleaf Forests,Tropical,Terrestrial,Mammals,17,Ricardo Rocha,Adria Lopez-Baucells,12
550,31.44,-81.34,Long-term Mollusc Population Abundance and Size Data from the Georgia Coastal Ecosystems LTER 0.25sqm quadrat,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,21,GCE-LTER Information Manager,Merryl Alber,100
551,31.43221,-81.34062,Long-term Mollusc Population Abundance and Size Data from the Georgia Coastal Ecosystems LTER 0.5sqm quadrat,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,21,GCE-LTER Information Manager,Merryl Alber,105
552,0.389127,36.892042000000004,UHURU experiment: tree census detailed 2009-2019,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Plants,11,Jacob Goheen,NA,9
553,0.389127,36.892042000000004,UHURU experiment: understory of large quadrats 2008-2019,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Plants,12,Jacob Goheen,NA,9
554,17.1941,-87.93606,Belizean Barrier Reef coral community 1997-2016,Tropical Coral,Tropical,Marine,Invertebrates,20,John F. Bruno,NA,16
555,38.10927,-121.90854,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: 20mm survey, mesoplankton.",Small river ecosystems,Temperate,Freshwater,Invertebrates,26,Samuel M Bashevkin,NA,57
556,38.18035,-121.8201,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Directed Outflow Project, macroplankton",Small river ecosystems,Temperate,Freshwater,Invertebrates,5,Samuel M Bashevkin,NA,3583
557,38.18517,-121.81993,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Directed Outflow Project, mesoplankton.",Small river ecosystems,Temperate,Freshwater,Invertebrates,5,Samuel M Bashevkin,NA,4168
558,38.07373,-121.8229,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Environmental Monitoring Program, macroplankton.",Small river ecosystems,Temperate,Freshwater,Invertebrates,50,Samuel M Bashevkin,NA,409
559,38.07342,-121.82154,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Environmental Monitoring Program, mesoplankton.",Large river delta ecosystems,Temperate,Freshwater,Invertebrates,50,Samuel M Bashevkin,NA,416
560,38.07336,-121.82214,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Environmental Monitoring Program, microplankton.",Small river ecosystems,Temperate,Freshwater,Invertebrates,50,Samuel M Bashevkin,NA,414
561,38.12922,-121.78577,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Fall Mdiwater Trawl, macroplankton.",Large river delta ecosystems,Temperate,Freshwater,Invertebrates,13,Samuel M Bashevkin,NA,34
562,38.11827,-121.79136,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Fall Midwater Trawl, mesoplankton",Small river ecosystems,Temperate,Freshwater,Invertebrates,17,Samuel M Bashevkin,NA,40
563,38.16672,-121.77637,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Fish Restoration Program, macroplankton.",Small river ecosystems,Temperate,Freshwater,Invertebrates,3,Samuel M Bashevkin,NA,174
564,38.13247,-121.78046,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, version 4: Fish Restoration Program, mesoplankton",Small river ecosystems,Temperate,Freshwater,Invertebrates,3,Samuel M Bashevkin,NA,184
565,38.11797,-121.79656,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Summer Townet Survey, mesoplankton.",Small river ecosystems,Temperate,Freshwater,Invertebrates,17,Samuel M Bashevkin,NA,45
566,61.96881,50.668,"Soil invertebrates Komi Republic 2001-2010, 0.0025 sq m samples",Boreal forests / Taiga,Polar/Temperate,Terrestrial,Invertebrates,10,Alla Koleskinova,Tatyana Konakova,12
567,61.92712,50.69241,"Soil invertebrates Komi Republic 2001-2010, 0.01 sq m samples",Boreal forests / Taiga,Polar/Temperate,Terrestrial,Invertebrates,2,Alla Koleskinova,Tatyana Konakova,8
568,52.08805,-117.0507,Vegetation dynamics in pine forests of Banff and Jasper National Parks: a 47-year dataset,Temperate Coniferous Forest,Temperate,Terrestrial,Plants,46,Laura Super,Ellen Macdonald,5
569,35.2374,-111.739,Cover and density of southwestern ponderosa pine understory plants in permanent chart quadrats (2002â€“2020),Temperate Coniferous Forest,Temperate,Terrestrial,Plants,21,Margaret M. Moore,NA,100
570,53.381732,-2.582388,UK Environmental Change Network (ECN) carabid beetle data: 1992-2015,Multiple,Temperate,Terrestrial,Invertebrates,24,UK Environmental Change Network,Susannah Rennie,12
571,8.309909,-14.203988,MIREN survey of plant species in mountains,Multiple,Global,Terrestrial,Plants,13,MIREN team,Tim Seipel,1943
572,57.80738,21.85131,Benthic invertebrates at three sites at River Salaca - Latvia,Large lake ecosystems,Temperate,Freshwater,Invertebrates,48,Agnija Skuja,Davis Ozolins,3
573,57.874002,21.996468,"eLTER Benthic invertebrates at three sites at River Salaca, Latviaâ€” Skanais Mazsalaca",Large river ecosystems,Temperate,Freshwater,Invertebrates,21,Agnija Skuja,Davis Ozolins,1
574,57.795037,22.148004,"eLTER Benthic invertebrates at three sites at River Salaca, Latviaâ€” Vecate",Large river ecosystems,Temperate,Freshwater,Invertebrates,48,Agnija Skuja,Davis Ozolins,1
575,57.753096,21.409451,"eLTER Benthic invertebrates at three sites at River Salaca, Latviaâ€” Vecsalaca",Large river ecosystems,Temperate,Freshwater,Invertebrates,33,Agnija Skuja,Davis Ozolins,1
576,-81.4259,31.33058,"Long-term Plant Biomass Monitoring Data from Altamaha River Plant Transition Sites near the Georgia Coastal Ecosystems LTER Project on Sapelo Island, Georgia","Tropical and subtropical grasslands, savannas and shrublands",Temperate/Tropical,Freshwater,Plants,10,Dr. Steven C. Pennings,NA,3
577,35.761909,140.19647,Phytoplankton species abundance in Lake Inba (Japan) from 1986 to 2016,Small Lake Ecosystems,Temperate,Freshwater,Plants,31,Maiko Kagami,Akemi Iwayama,4
578,61.909248,10.176878,LTER Benthic invertebrates at four sites along the Atna Riverâ€“ Norway 2003-2017,Small river ecosystems,Polar/Temperate,Freshwater,Invertebrates,15,Knut Andreas Eikland Bakkelie,NA,4
579,13.401193,144.66287,War-in-the-Pacific National Historical Park marine biological survey,Tropical Coral,Tropical,Marine,Fish,26,Kathy Dratch,Kelly Kozar,1
580,53.25,-1.91904,"Vegetation Data, Buxton Climate Change Experiment, UK, 1994-2009","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,16,Dr Jason Fridley,NA,1
581,36.533333,139.416667,Structure and dynamics of a mountain riparian forest at an upstream valley in central Japan,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,7,Tomohiro Yoshida,NA,1
582,59.817,22.9,Long term data from the Hanko Bird Observatory,"Tropical and subtropical grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,41,Kari Soilevaara,Jari Laitasalo,1
583,48.8583,-125.1595,Long term monitoring of the rocky intertidal on Wizard Island in Barkley Sound,Temperate Shelf and seas ecoregions,Temperate,Marine,Plants,13,Luke Andersson,NA,1
584,48.8583,-125.1595,Long term monitoring of the rocky intertidal on Wizard Island in Barkley Sound,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,9,Luke Andersson,NA,1
585,39.093,-96.575,Grasshopper species abundances in the Patch-Burn Grazing experiment at Konza Prairie,Flooded grasslands and savannas,Temperate,Terrestrial,Invertebrates,8,Dr Anthony Joern,NA,1
586,45.41312,-93.19367,"Arthropod sweepnet sampling: Interactive Effects of Deer, Fire and Nitrogen. Cedar Creek.","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,4,Johannes Knops,Mark Ritchie,1
587,45.41312,-93.19367,"Small Mammal Abundance: Interactive Effects of Deer, Fire and Nitrogen. Cedar Creek.","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Mammals,3,Johannes Knops,Mark Ritchie,1
588,42.40564,-85.38578,"Insect Population Dynamics on the Main Cropping System Experiment at the Kellogg Biological Station, Hickory Corners, MI  (1989 to 2017)","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,29,Douglas Landis,Data Manager Kellogg Biological Station,1
589,34.3058,-119.8754,"Santa Barbara Coastal LTER: Reef: Annual time series of biomass for kelp forest species, ongoing since 2000",Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,24,"Information Manager, Santa Barbara Coastal LTER",NA,11
590,52.340391,9.667084,Long-term population trends in three grassland insect groups: a comparative analysis of 1951 and 2009,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,59,Sebastian Schuch,NA,1
591,-5.66018,71.77769,"Chagos Archipelago UVC fish surveys around rat-infested/rat-free islands, pre-/post- 2015 bleaching event",Tropical Coral,Tropical,Marine,Fish,5,Casey Benkwitt,"Nick Graham, Shaun Wilson",11
592,4.67,-73.85,"Changes in the avifauna in a high Andean cloud forest
in Colombia over a 24-year period - Mist Net Captures",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Birds,25,Loreta Rosselli,F. Gary Stiles,1
593,4.787541,-74.063794,Christmas Bird Count - Bogota (1989-2015),Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Birds,26,Loreta Rosselli,"F. Gary Stiles, Sussy De La Zerda",29
594,-20.957421,-42.337185,Native and non-native freshwater fish communities surrounding aquarium trade fish farms in Brazil - a decadal comparison,Small river ecosystems,Tropical,Freshwater,Fish,13,Andre L. B. Magalhaes,NA,5
595,33.630494,-119.395588,Channel Islands National Park Kelp Forest Monitoring Program - Roving Diver Fish Counts 2003-2019,Temperate Shelf and seas ecoregions,Temperate,Marine,Fish,17,David Kushner,Joshua L. Sprague; Scott Gabara,36
596,53.683443,-3.157846,UK Environmental Change Network (ECN) butterfly data: 1993-2015,Multiple,Temperate,Terrestrial,Invertebrates,23,UK Environmental Change Network,Susannah Rennie,12
597,53.683443,-3.157846,UK Environmental Change Network (ECN) moth data: 1992-2015,Multiple,Temperate,Terrestrial,Invertebrates,24,UK Environmental Change Network,Susannah Rennie,19
598,-23.59983,138.235505,"Desert Ecology Plot Network: Mammal Abundance Pit Traps, Simpson Desert, Western Queensland, 1990-2018",Deserts and xeric shrublands,Tropical,Terrestrial,Mammals,29,Glenda Wardle,"Chris Dickman, Aaron Greenville, Bobby Tamayo",1
599,-23.59983,138.235505,"Desert Ecology Plot Network: Herpetofauna Abundance Pit Traps, Simpson Desert, Western Queensland, 1990-2018",Deserts and xeric shrublands,Tropical,Terrestrial,Multiple,29,Glenda Wardle,"Chris Dickman, Aaron Greenville, Bobby Tamayo",1
600,43.087639,25.073805,"Bulgaria Wintering Waterbirds, Aleksandar Stamboliyski Reservoir",Small Lake Ecosystems,Temperate,Freshwater,Birds,37,Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev",1
601,42.915905,28.016112,"Bulgaria Wintering Waterbirds, Black Sea Coast",Temperate Shelf and seas ecoregions,Temperate,Marine,Birds,42,Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev",4
602,42.416687,27.63608,"Bulgaria Wintering Waterbirds, Lake Complexes",Small Lake Ecosystems,Temperate,Freshwater,Birds,42,Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev",3
603,44.10764,27.07529,Bulgaria Wintering Waterbirds Srebarna Lake,Lake ecosystem,Temperate,Freshwater,Birds,41,Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev",1
604,64.032771,23.486403,LTER Finland Moths 1993-2016,Multiple,Polar/Temperate,Terrestrial,Invertebrates,24,Juha Poyry,Anna Suuronen,14
605,39.263359,-76.278496,Ants Under Climate Change at Harvard Forest and Duke Forest 2009-2015â€” Winkler method,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,7,Harvard Forest Information Manager,NA,2
606,42.472657,-72.215203,Ants and Ecosystem Function in Hemlock Removal Experiment at Harvard Forest 2006-2014,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,9,Harvard Forest Information Manager,NA,48
607,51.30777,4.519823,Ground vegetation data ICP Forests Level II plot Brasschaat,Temperate Coniferous Forest,Temperate,Terrestrial,Plants,22,Arne Verstraten,Wouter Van Landuyt,4
608,50.97541,3.804494,Ground vegetation data ICP Forests Level II plot Gontrode,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,22,Arne Verstraten,Wouter Van Landuyt,4
609,50.74602,4.413249,Ground vegetation data ICP Forests Level II plot Sonian forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,22,Arne Verstraten,Wouter Van Landuyt,4
610,40.570628,0.654258,ILTER Ebro Delta Bird Census,Large river delta ecosystems,Temperate,Terrestrial,Birds,57,Daniel Oro,NA,1
611,44.771342,142.165976,"Longâ€term observation of fish community in streams inside and outside road construction of Teshio River system, northern Hokkaido, Japan",Small river ecosystems,Temperate,Freshwater,Fish,20,Masahiro Nakamura,Yoshiyuki Umatani,10
612,35.330155,127.563333,"Long-term (2005â€“2017) macromoth community monitoring at Mt. Jirisan National Park, South Korea",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,13,Sei-Woong Choi,NA,6
613,37.44,127.08,"Diversity decrease of ant (Formicidae, Hymenoptera) after a forest disturbance: different responses among functional guilds",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,3,Cheol Min Lee,Tae-Sung Kwon,1
614,50.931,5.626,LTER National Park Hoge Kempen Arachnids,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,28,Natalie Beenaerts,Luc Creveceour,1
615,0,0,LTER National Park Hoge Kempen Beetles,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,34,Natalie Beenaerts,Luc Creveceour,1
616,49.699389,7.092417,"LTER Hunsruck-Hochwald Benthic Aquatic Invertebrates, Borfink station",Small river ecosystems,Temperate,Freshwater,Invertebrates,21,Stefan Stoll,Fulgor Westermann,1
617,49.662278,7.086083,"LTER Hunsruck-Hochwald Benthic Aquatic Invertebrates, Mundung station",Small river ecosystems,Temperate,Freshwater,Invertebrates,21,Stefan Stoll,Fulgor Westermann,1
618,49.705917,7.101083,"LTER Hunsruck-Hochwald Benthic Aquatic Invertebrates, Oberlauf station",Small river ecosystems,Temperate,Freshwater,Invertebrates,20,Stefan Stoll,Fulgor Westermann,1
619,51.857037,10.414352,LTER ICP Lange Bramke Ground Vegetation,Temperate Coniferous Forest,Temperate,Terrestrial,Plants,28,Henning Meesenburg,NA,3
620,51.761389,9.578056,LTER ICP Solling Germany Beech Forest Ground Vegetation,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,28,Henning Meesenburg,NA,1
621,51.764722,9.579722,LTER ICP Solling Germany Spruce Forest Vegetation,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,28,Henning Meesenburg,NA,1
622,51.29495,4.297737,LTER INBO Lower Seascheldt Invertebrates 1999-2005,Small river ecosystems,Temperate,Freshwater,Invertebrates,7,Gunther Van Ryckegem,NA,47
623,51.282503,4.315671,LTER INBO Lower Seascheldt Invertebrates 1999-2005,Small river ecosystems,Temperate,Freshwater,Invertebrates,8,Gunther Van Ryckegem,NA,196
624,51.300151,4.285094,LTER INBO Lower Seascheldt Waterbirds 1991-2017,Small river ecosystems,Temperate,Freshwater,Birds,27,Gunther Van Ryckegem,NA,1
625,52.44,13.65,LTER Lake Muggelsee Germany Phytoplankton,Small Lake Ecosystems,Temperate,Freshwater,Invertebrates,21,Rita Adrian,NA,1
626,52.44,13.65,LTER Lake Muggelsee Germany Zooplankton,Small Lake Ecosystems,Temperate,Freshwater,Invertebrates,21,Rita Adrian,0,1
