STUDY_ID,TITLE,BIOME_MAP,CLIMATE,REALM,TAXA,Duration,CONTACT_1,CONTACT_2
722,"CERN Gansu Linze desert plant communities, 2005-2008â€” soil macrofauna",Deserts and xeric shrublands,Temperate,Terrestrial,Plants,4,NA,NA
723,"CERN Gansu Linze desert plant communities, 2005-2008â€” station monitoring",Deserts and xeric shrublands,Temperate,Terrestrial,Plants,3,NA,NA
724,CERN Gansu Linze desert plant communities 2005-2008â€” auxiliary monitoring,Deserts and xeric shrublands,Temperate,Terrestrial,Plants,3,NA,NA
725,CERN A dynamic dataset of plant community composition in HulunBuir Stipa Baicalensis meadow steppe (2009â€“2015),"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,7,XIN Xiaoping,NA
726,CERN Biomass data of Huitong Chinese fir forest Station from 1973 to 2007,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,7,NA,NA
727,"CERN A plant community dataset of marsh ecosystem for Sanjiang Plain, China 2013 â€“ 2015",Flooded grasslands and savannas,Temperate,Freshwater,Plants,3,TAN Wenwen,ZHAO Zhichun
728,"CERN A plant community dataset of marsh ecosystem for Sanjiang Plain, China 2000 â€“ 2012",Flooded grasslands and savannas,Temperate,Freshwater,Plants,13,TAN Wenwen,ZHAO Zhichun
729,"CERN Observational data of plant community species composition of QinLing Station in Shanxi province, 2007-2008",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,2,NA,NA
730,"CERN Zhejiang Tiantong soil macrofauna community, 2007-2009",Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Invertebrates,2,Fangfang Yao,Xihua Wang
735,"CERN Guangdong Dinghu Mountain soil macrofauna community, 2004 to 2005",Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Invertebrates,2,Qianmei Zhang,NA
736,CERN Guangdong Dinghu Mountain plant community composition from 2003 to 2008 - herbs,Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Plants,2,Qianmei Zhang,NA
737,CERN Guangdong Dinghu Mountain plant community composition from 2003 to 2008 - shrub,Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Plants,7,Qianmei Zhang,NA
738,"CERN Guangdong Heshan soil macrofauna community, 1994-2005",Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Invertebrates,12,Raoxing Quan,NA
739,"CERN Inner Mongolia Xilingol plant assemblage monitoring, 2005-2008","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,4,"Xingguo Han, Yongfei Bai, Qingmin Pan, Nianpeng He",NA
740,"CERN Ningxia Shapotou desert fauna community, 2003-2008",Deserts and xeric shrublands,Temperate,Terrestrial,Invertebrates,5,"Xinrong Li, Haiyan Zhou, Xinping Wang",NA
741,"CERN Jiangsu Taihu Lake phytoplankton community composition, 1991-2008",Large lake ecosystems,Temperate/Tropical,Freshwater,Multiple,16,Guangwei Zhu,NA
742,A dataset of species composition and biomass in successional stages of Tiantong typical evergreen broad-leaved forest (2008â€“2017),Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Plants,10,Haibo Yang,NA
743,"Assemblages of herbs in Heshan station in Guangdong Province China, 2005-2007",Temperate broadleaf and mixed forests,Tropical,Terrestrial,Plants,3,Xing-Quang Rao (饶兴权),NA
744,"Assemblages of shrubs in Heshan station in Guangdong Province China, 2005-2007",Temperate broadleaf and mixed forests,Tropical,Terrestrial,Plants,3,Xing-Quang Rao,NA
745,"Observational data of  bird community species composition of Sanjiang station in Heilongjiang Province China, 2001-2005",Small lake ecosystems,Temperate,Terrestrial,Birds,6,Sanjiang station in Heilongjiang Province China,NA
746,"Observational data of  plant community species composition of Sanjiang station in Heilongjiang Province China, 2000-2006",Small lake ecosystems,Temperate,Terrestrial,Plants,7,Sanjiang station in Heilongjiang Province China,NA
747,"Plant community monitoring data in the Inner Mongolia Hulun Buir research station, 2006-2008","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,3,Ruirui Yan (闫瑞瑞),NA
748,TaiHu lake's zooplankton community composition data of 8 plots from the year 1997 to 2002,Large lake ecosystems,Temperate,Freshwater,Invertebrates,6,Shen Min,NA
749,Observational data on shrub composition at Gongga Mountain in Sichuan Province of China in the year 1999 and 2005,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,7,Yang Yang (杨阳),NA
750,Observational data on tree composition at Gongga Mountain in Sichuan Province of China in the year 1999 and 2005,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,7,Yang Yang (杨阳),NA
751,"Plant compositions in the herbaceous layer of forest communities in Xishuangbanna, Sichuan Province of China from 1999 to 2006",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Plants,6,Yan Luo (罗艳),NA
752,"Plant compositions in the shrub layer of forest communities in Xishuangbanna, Sichuan Province of China from 2001 to 2006",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Plants,6,Yan Luo (罗艳),NA
753,"Plant compositions in the tree layer of forest communities in Xishuangbanna, Sichuan Province of China from 1998 to 2006",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Plants,9,Yan Luo (罗艳),NA
754,Cottonwood Lake Study Area - Invertebrate Counts (ver. 2.0),"Temperate grasslands, savannas and shrublands",Temperate,Freshwater,Invertebrates,30,U.S. Geological Survey - ScienceBase,Northern Prairie Wildlife Research Center
755,Cottonwood Lake Study Area - Amphibians (ver. 2.0),"Temperate grasslands, savannas and shrublands",Temperate,Freshwater,Amphibians,29,David M Mushet,"Matthew J Solensky, npwrc_datamanager"
756,Data from: Using beta diversity to inform agricultural policies and conservation actions on Mediterranean farmland,"Mediterranean forests, woodlands and scrubs",Temperate,Terrestrial,Birds,18,Joana Santana,NA
761,"Amphibians and reptiles of TrÃªs Lagoas, Mato Grosso do Sul, Brazil","Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Multiple,5,Luis Felipe Toledo,NA
762,Anurans Pitfall Traps Southern Brazil,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Amphibians,3,Tiago Gomes dos Santos,Sonia Zanini Cechin
763,Slug Numbers â€“ Beckingham 1999 â€“ 2002 (series 1999-2001),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,3,Chris du Feu,NA
764,Slug Numbers â€“ Beckingham 1999 â€“ 2002 (series 2001-2002),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,2,Chris du Feu,NA
765,"Abundances of stream benthic macroinvertebrates during a 6-year monitoring period of a glacier-fed stream in South Tyrol, Italy",Small river ecosystems,Temperate,Freshwater,Invertebrates,6,Alberto Scotti,Roberta Bottarin
766,"Abundances of stream benthic macroinvertebrates and related environmental variables of a glacier-fed stream in South Tyrol, Italy (2016-2022)",Small river ecosystems,Temperate,Freshwater,Invertebrates,7,Alberto Scotti,Roberta Bottarin
768,Farmland bird monitoring data in North-east Germany 1999-2002 &amp; 2013-2015,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,17,Michael Glemnitz,NA
769,BahÃ­a Blanca Estuary Puerto Cuatreros - Ciliates (1986-2006),Temperate shelf and seas ecoregions,Temperate,Marine,Multiple,21,Valeria Ana Guinder,M. Celeste Lopez-Abbate
774,Trinidad's Northern Range Freshwater Diatom Survey (2011-2015),Small river ecosystems,Tropical,Freshwater,Plants,5,Amy E. Deacon,Anne E. Magurran
778,Trinidad's Northern Range Freshwater Fish Survey (2011-2015),Small river ecosystems,Tropical,Freshwater,Fish,5,Amy E. Deacon,Anne E. Magurran
779,Fish Communities - Forillon,Small river ecosystems,Temperate,Freshwater,Fish,10,Daniel Sigouin,NA
786,"Netherlands ground beetles, Insect Change study 1102",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,61,Roel van Klink,NA
788,Wildlife of a garden: hoverflies,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,30,Francis Gilbert,NA
789,Ants assemblages in the Portal LTER,Deserts and xeric shrublands,Tropical,Terrestrial,Invertebrates,22,Roeal van Klink,Morgan Ernest
790,Ground beetles in the Dolomites,Multiple,Polar/Temperate,Terrestrial,Invertebrates,30,Roberto Pizzolotto,NA
791,"Long-term (2005â€“2017) macromoth community monitoring at Mt. Jirisan National Park, South Korea",Temperate coniferous forest,Temperate,Terrestrial,Invertebrates,64,Sei-Woong Choi,NA
793,"Monthly drift samples of invertebrates from the River Pawnmpawm, Ghana",Small river ecosystems,Tropical,Freshwater,Invertebrates,2,Rosina Kyerematen,NA
794,"Surber samples of invertebrates from the River Pawnmpawm, Ghana",Small river ecosystems,Tropical,Freshwater,Invertebrates,2,Rosina Kyerematen,NA
795,Trinidad's Northern Range Freshwater Invertebrate Survey (2011-2015),Small river ecosystems,Tropical,Freshwater,Invertebrates,5,Amy E. Deacon,Anne E. Magurran
799,Monthly data of mesozooplankton abundance and biomass for a shelf station off A CoruÃ±a (NW Spain): 1990-2018 (Series 1990-1996),Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,7,Antonio Bode,NA
800,Monthly data of mesozooplankton abundance and biomass for a shelf station off A CoruÃ±a (NW Spain): 1990-2018 (Series 1997-2018),Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,22,Antonio Bode,NA
801,BahÃ­a Blanca Estuary Puerto Cuatreros - Microzooplankton (2008-2010),Temperate shelf and seas ecoregions,Temperate,Marine,Multiple,3,Valeria Ana Guinder,M. Celeste Lopez-Abbate
802,Latvia LTER Scots pine forest oribatid mite communities 1998-2006,Temperate coniferous forest,Temperate,Terrestrial,Invertebrates,9,Tancredi Caruso,NA
803,Monthly series of phytoplankton abundance collected between 1989 and 2016 at A CoruÃ±a (NW Spain) (Series 1989-2008),Temperate shelf and seas ecoregions,Temperate,Marine,Plants,20,Antonio Bode,NA
804,Monthly series of phytoplankton abundance collected between 1989 and 2016 at A CoruÃ±a (NW Spain) (Series 2009-2016),Temperate shelf and seas ecoregions,Temperate,Marine,Plants,8,Antonio Bode,NA
805,BahÃ­a Blanca Estuary Puerto Cuatreros - Phytoplankton (2008-2010),Temperate shelf and seas ecoregions,Temperate,Marine,Multiple,3,Valeria Ana Guinder,M. Celeste Lopez-Abbate
806,"BahÃ­a Blanca Estuary Puerto Cuatreros - Phytoplankton (2006-2008,2012)",Temperate shelf and seas ecoregions,Temperate,Marine,Multiple,7,Valeria Ana Guinder,M. Celeste Lopez-Abbate
807,Reptiles Pitfall Traps Southern Brazil,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Reptiles,3,Tiago Gomes dos Santos,Sonia Zanini Cechin
808,Tel-Aviv University bottom trawl surveys,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,8,Shahar Chaikin,Jonathan Belmaker
809,Treswell Wood Standard Site Bird Capture Data 1978-2020,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,43,Chris du Feu,John Clark
811,"Seasonal variation and effect of non-native invasive vegetation on two bird communities in northeast of Buenos Aires province, Argentina","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,2,Facundo X. Palacio,NA
812,"Urbanization as a driver of taxonomic, functional, and phylogenetic diversity losses in bird communities","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,32,Facundo X. Palacio,NA
814,Whitelands Wood Birds Survey,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,13,Fritha West,NA
822,Latvia LTER Forest soil Collembola,Temperate coniferous forest,Temperate,Terrestrial,Invertebrates,11,Tara Dirilgen,Tancredi Caruso
834,Operation Wallacea: Honduras Bats,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Mammals,14,Pamela Medina-van Berkum,Merlijn Jocque
835,Operation Wallacea: Mexico Reptiles,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Reptiles,5,Kathy Slater,Jose Antonio L. Barao-Nobrega
836,"Herpetofauna of Kings Park, Perth, Western Australia 2015-2021","Mediterranean forests, woodlands and scrubs",Temperate,Terrestrial,Multiple,7,Dr Rob A. Davis,Dr Tim S. Doherty
839,"Lizard pitfall trap data from 11 NPP study locations at the Jornada Basin LTER site, 1989-2006",Deserts and xeric shrublands,Temperate,Terrestrial,Reptiles,18,David C Lightfoot,NA
850,Freshwater fish surveys (NFPD) (Electrofishing Single Catch - Timed Quadrat),Multiple,Temperate,Freshwater,Fish,4,Data Services Platform Defra,NA
851,Freshwater fish surveys (NFPD) (Fixed Trap Single Catch),Multiple,Temperate,Freshwater,Fish,18,Data Services Platform Defra,NA
852,Freshwater fish surveys (NFPD) (Fyke Netting Catch Depletion),Multiple,Temperate,Freshwater,Fish,9,Data Services Platform Defra,NA
862,Freshwater fish surveys (NFPD) (Trapping Single Catch),Multiple,Temperate,Freshwater,Fish,4,Data Services Platform Defra,NA
866,Freshwater fish surveys (NFPD) (Wrap Around Seine Netting Single Catch - Part Width),Multiple,Temperate,Freshwater,Fish,7,Data Services Platform Defra,NA
867,"Forest Inventory of a Northern Hardwood Forest: Watershed 6, Hubbard Brook Experimental Forest (Trees &gt;=2cm to &lt;=10cm dbh, 1982-1987)",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,6,"Information Manager, Hubbard Brook LTER",NA
868,"Forest Inventory of a Northern Hardwood Forest: Watershed 6, Hubbard Brook Experimental Forest (Trees &gt;=2cm to &lt;=10cm dbh, 1992-2017)",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,26,"Information Manager, Hubbard Brook LTER",NA
875,The Australian Phytoplankton Database (1844 - ongoing): Project 1051 Huon River sampling,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,3,Claire Davies,Lesley Clementson
877,The Australian Phytoplankton Database (1844 - ongoing): Project 1054 Phytoplankton dynamics Ballina NSW,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,David Rissik
879,The Australian Phytoplankton Database (1844 - ongoing): Project 1057 Phytoplankton from coastal lagoons in Sydney,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,4,Claire Davies,Shauna Murray
880,The Australian Phytoplankton Database (1844 - ongoing): Project 1058 Storm Bay phytoplankton,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,Kerrie Swadling
882,The Australian Phytoplankton Database (1844 - ongoing): Project 1064 Hornsby Shire Council monitoring,Small river ecosystems,Temperate,Freshwater,Invertebrates,13,Claire Davies,Peter Coad
886,"The Australian Phytoplankton Database (1844 - ongoing): Project 782, Phytoplankton Port Hacking 100m station",Temperate shelf and seas ecoregions,Polar/Temperate,Marine,Invertebrates,13,Claire Davies,Penelope Ajani
889,The Australian Phytoplankton Database (1844 - ongoing): Project 806 Seagrass nutrient uptake studies,Temperate shelf and seas ecoregions,Polar/Temperate,Marine,Invertebrates,2,Claire Davies,Sasi Nayar
890,The Australian Phytoplankton Database (1844 - ongoing): IMOS Southern Ocean Time Series,Temperate shelf and seas ecoregions,Polar/Temperate,Marine,Invertebrates,3,Claire Davies,Ruth Eriksen
892,The Australian Zooplankton Database (Project ID 10): Zooplankton sampling in Albatross Bay,Multiple,Tropical,Marine,Invertebrates,3,Claire Davies,Peter Rothlisberg
894,"The Australian Zooplankton Database (Project ID 17): A multi-disciplinary study of larval fish distributions and biological oceanographic processes near North West Cape, Western Australia.",Multiple,Temperate/Tropical,Marine,Invertebrates,6,Claire Davies,Anthony Richardson
895,"The Australian Zooplankton Database (Project ID 19): Chaetognath, siphonophore and jelly data from Hillarys transect in WA, SFRME",Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,Daniel Gaughan
898,The Australian Zooplankton Database (Project ID 22): Zooplankton sampling from Maria Island,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,Kerrie Swadling
899,The Australian Zooplankton Database (Project ID 23): Zooplankton sampling from the mid-slope off the south coast of Tasmania,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,Kerrie Swadling
900,The Australian Zooplankton Database (Project ID 4): Zooplankton sampling in Darwin Harbour  (Dec 2002 - Oct 2004),Multiple,Tropical,Marine,Invertebrates,3,Claire Davies,Kerrie Swadling
901,"The Australian Zooplankton Database (Project ID 591): PhD; Zooplankton community dynamics: Biomass, abundance, and feeding in subtropical Moreton Bay (including 2011 flood sampling)",Multiple,Temperate/Tropical,Marine,Invertebrates,3,Claire Davies,Anthony Richardson
907,"The Australian Zooplankton Database (Project ID 7): Understanding water column and pelagic ecosystem processes affecting South Scott lagoon, Western Australia - 100 micron",Multiple,Tropical,Marine,Invertebrates,2,Claire Davies,Anthony Richardson
908,The Australian Zooplankton Database (Project ID 9): Planning tools for environmentally sustainable tropical finfish cage culture in Indonesia and northern Australia,Multiple,Tropical,Marine,Invertebrates,2,Claire Davies,Anthony Richardson
